x,y,z,type,cmd
0.3014,0.0624,0.05,0,HOVER_START
0.3014,0.0624,0.0,0,LOWER
0.3014,0.0624,0.0,1,DRAW
0.3026,0.0612,0.0,1,DRAW
0.3026,0.06,0.0,1,DRAW
0.3026,0.0588,0.0,1,DRAW
0.3038,0.0576,0.0,1,DRAW
0.3038,0.05639999999999999,0.0,1,DRAW
0.3038,0.05519999999999999,0.0,1,DRAW
0.30500000000000005,0.05399999999999999,0.0,1,DRAW
0.30500000000000005,0.05279999999999999,0.0,1,DRAW
0.3062,0.05159999999999999,0.0,1,DRAW
0.3062,0.05039999999999999,0.0,1,DRAW
0.3062,0.049199999999999994,0.0,1,DRAW
0.3074,0.047999999999999994,0.0,1,DRAW
0.3074,0.046799999999999994,0.0,1,DRAW
0.3086,0.045599999999999995,0.0,1,DRAW
0.3086,0.044399999999999995,0.0,1,DRAW
0.3098,0.043199999999999995,0.0,1,DRAW
0.3098,0.041999999999999996,0.0,1,DRAW
0.3098,0.040799999999999996,0.0,1,DRAW
0.31100000000000005,0.039599999999999996,0.0,1,DRAW
0.31100000000000005,0.0384,0.0,1,DRAW
0.31220000000000003,0.0372,0.0,1,DRAW
0.31220000000000003,0.036,0.0,1,DRAW
0.31220000000000003,0.0348,0.0,1,DRAW
0.3134,0.0336,0.0,1,DRAW
0.3134,0.0324,0.0,1,DRAW
0.3146,0.0312,0.0,1,DRAW
0.3146,0.03,0.0,1,DRAW
0.3146,0.0288,0.0,1,DRAW
0.3158,0.027599999999999996,0.0,1,DRAW
0.3158,0.026399999999999996,0.0,1,DRAW
0.3158,0.025199999999999997,0.0,1,DRAW
0.3158,0.023999999999999997,0.0,1,DRAW
0.317,0.022799999999999997,0.0,1,DRAW
0.317,0.021599999999999998,0.0,1,DRAW
0.317,0.020399999999999998,0.0,1,DRAW
0.31820000000000004,0.0192,0.0,1,DRAW
0.31820000000000004,0.018,0.0,1,DRAW
0.31820000000000004,0.0168,0.0,1,DRAW
0.31820000000000004,0.0156,0.0,1,DRAW
0.3194,0.0144,0.0,1,DRAW
0.3194,0.013199999999999998,0.0,1,DRAW
0.3194,0.011999999999999999,0.0,1,DRAW
0.3194,0.010799999999999999,0.0,1,DRAW
0.3194,0.0096,0.0,1,DRAW
0.3206,0.0084,0.0,1,DRAW
0.3206,0.0072,0.0,1,DRAW
0.3206,0.005999999999999999,0.0,1,DRAW
0.3206,0.0048,0.0,1,DRAW
0.3206,0.0036,0.0,1,DRAW
0.3206,0.0024,0.0,1,DRAW
0.3218,0.0012,0.0,1,DRAW
0.3218,0.0,0.0,1,DRAW
0.3218,-0.0012,0.0,1,DRAW
0.3218,-0.0024,0.0,1,DRAW
0.3218,-0.0036,0.0,1,DRAW
0.3218,-0.0048,0.0,1,DRAW
0.3218,-0.005999999999999999,0.0,1,DRAW
0.3218,-0.0072,0.0,1,DRAW
0.323,-0.0084,0.0,1,DRAW
0.323,-0.0096,0.0,1,DRAW
0.323,-0.010799999999999999,0.0,1,DRAW
0.323,-0.011999999999999999,0.0,1,DRAW
0.32420000000000004,-0.013199999999999998,0.0,1,DRAW
0.32420000000000004,-0.0144,0.0,1,DRAW
0.3254,-0.0156,0.0,1,DRAW
0.3266,-0.0168,0.0,1,DRAW
0.3266,-0.018,0.0,1,DRAW
0.3278,-0.0192,0.0,1,DRAW
0.329,-0.0192,0.0,1,DRAW
0.33020000000000005,-0.020399999999999998,0.0,1,DRAW
0.33140000000000003,-0.021599999999999998,0.0,1,DRAW
0.3326,-0.021599999999999998,0.0,1,DRAW
0.3338,-0.022799999999999997,0.0,1,DRAW
0.335,-0.022799999999999997,0.0,1,DRAW
0.33620000000000005,-0.022799999999999997,0.0,1,DRAW
0.33740000000000003,-0.022799999999999997,0.0,1,DRAW
0.3386,-0.022799999999999997,0.0,1,DRAW
0.3398,-0.022799999999999997,0.0,1,DRAW
0.341,-0.022799999999999997,0.0,1,DRAW
0.3422,-0.022799999999999997,0.0,1,DRAW
0.34340000000000004,-0.022799999999999997,0.0,1,DRAW
0.3446,-0.022799999999999997,0.0,1,DRAW
0.3458,-0.022799999999999997,0.0,1,DRAW
0.347,-0.022799999999999997,0.0,1,DRAW
0.3482,-0.022799999999999997,0.0,1,DRAW
0.34940000000000004,-0.021599999999999998,0.0,1,DRAW
0.3506,-0.021599999999999998,0.0,1,DRAW
0.3518,-0.021599999999999998,0.0,1,DRAW
0.353,-0.020399999999999998,0.0,1,DRAW
0.3542,-0.020399999999999998,0.0,1,DRAW
0.35540000000000005,-0.020399999999999998,0.0,1,DRAW
0.35660000000000003,-0.0192,0.0,1,DRAW
0.3578,-0.0192,0.0,1,DRAW
0.359,-0.018,0.0,1,DRAW
0.3602,-0.018,0.0,1,DRAW
0.3614,-0.0168,0.0,1,DRAW
0.36260000000000003,-0.0156,0.0,1,DRAW
0.3638,-0.0156,0.0,1,DRAW
0.365,-0.0144,0.0,1,DRAW
0.3662,-0.013199999999999998,0.0,1,DRAW
0.3674,-0.011999999999999999,0.0,1,DRAW
0.36860000000000004,-0.011999999999999999,0.0,1,DRAW
0.3698,-0.010799999999999999,0.0,1,DRAW
0.371,-0.0096,0.0,1,DRAW
0.3722,-0.0096,0.0,1,DRAW
0.3734,-0.0084,0.0,1,DRAW
0.37460000000000004,-0.0072,0.0,1,DRAW
0.3758,-0.0072,0.0,1,DRAW
0.377,-0.005999999999999999,0.0,1,DRAW
0.3782,-0.0048,0.0,1,DRAW
0.3794,-0.0036,0.0,1,DRAW
0.3806,-0.0024,0.0,1,DRAW
0.38180000000000003,-0.0012,0.0,1,DRAW
0.383,0.0,0.0,1,DRAW
0.383,0.0012,0.0,1,DRAW
0.3842,0.0024,0.0,1,DRAW
0.3854,0.0036,0.0,1,DRAW
0.3854,0.0048,0.0,1,DRAW
0.3866,0.005999999999999999,0.0,1,DRAW
0.38780000000000003,0.0072,0.0,1,DRAW
0.389,0.0084,0.0,1,DRAW
0.389,0.0096,0.0,1,DRAW
0.3902,0.010799999999999999,0.0,1,DRAW
0.3914,0.011999999999999999,0.0,1,DRAW
0.3914,0.013199999999999998,0.0,1,DRAW
0.3902,0.0144,0.0,1,DRAW
0.3914,0.0156,0.0,1,DRAW
0.3902,0.0168,0.0,1,DRAW
0.3902,0.018,0.0,1,DRAW
0.3902,0.0192,0.0,1,DRAW
0.3902,0.020399999999999998,0.0,1,DRAW
0.3902,0.021599999999999998,0.0,1,DRAW
0.3902,0.022799999999999997,0.0,1,DRAW
0.3902,0.023999999999999997,0.0,1,DRAW
0.3902,0.025199999999999997,0.0,1,DRAW
0.3902,0.026399999999999996,0.0,1,DRAW
0.389,0.027599999999999996,0.0,1,DRAW
0.389,0.0288,0.0,1,DRAW
0.389,0.03,0.0,1,DRAW
0.38780000000000003,0.0312,0.0,1,DRAW
0.3866,0.0324,0.0,1,DRAW
0.3854,0.0336,0.0,1,DRAW
0.3866,0.0324,0.0,1,DRAW
0.38780000000000003,0.0312,0.0,1,DRAW
0.389,0.03,0.0,1,DRAW
0.389,0.0288,0.0,1,DRAW
0.389,0.027599999999999996,0.0,1,DRAW
0.3902,0.026399999999999996,0.0,1,DRAW
0.3902,0.025199999999999997,0.0,1,DRAW
0.3902,0.023999999999999997,0.0,1,DRAW
0.3902,0.022799999999999997,0.0,1,DRAW
0.3902,0.021599999999999998,0.0,1,DRAW
0.3902,0.020399999999999998,0.0,1,DRAW
0.3902,0.0192,0.0,1,DRAW
0.3902,0.018,0.0,1,DRAW
0.3902,0.0168,0.0,1,DRAW
0.3914,0.0156,0.0,1,DRAW
0.3902,0.0144,0.0,1,DRAW
0.3914,0.013199999999999998,0.0,1,DRAW
0.3914,0.011999999999999999,0.0,1,DRAW
0.3902,0.010799999999999999,0.0,1,DRAW
0.389,0.0096,0.0,1,DRAW
0.389,0.0084,0.0,1,DRAW
0.38780000000000003,0.0072,0.0,1,DRAW
0.3866,0.005999999999999999,0.0,1,DRAW
0.3854,0.0048,0.0,1,DRAW
0.3854,0.0036,0.0,1,DRAW
0.3842,0.0024,0.0,1,DRAW
0.383,0.0012,0.0,1,DRAW
0.383,0.0,0.0,1,DRAW
0.38180000000000003,-0.0012,0.0,1,DRAW
0.3806,-0.0024,0.0,1,DRAW
0.3794,-0.0036,0.0,1,DRAW
0.3782,-0.0048,0.0,1,DRAW
0.377,-0.005999999999999999,0.0,1,DRAW
0.3758,-0.0072,0.0,1,DRAW
0.37460000000000004,-0.0072,0.0,1,DRAW
0.3734,-0.0084,0.0,1,DRAW
0.3722,-0.0096,0.0,1,DRAW
0.371,-0.0096,0.0,1,DRAW
0.3698,-0.010799999999999999,0.0,1,DRAW
0.36860000000000004,-0.011999999999999999,0.0,1,DRAW
0.3674,-0.011999999999999999,0.0,1,DRAW
0.3662,-0.013199999999999998,0.0,1,DRAW
0.365,-0.0144,0.0,1,DRAW
0.3638,-0.0156,0.0,1,DRAW
0.36260000000000003,-0.0156,0.0,1,DRAW
0.3614,-0.0168,0.0,1,DRAW
0.3602,-0.018,0.0,1,DRAW
0.359,-0.018,0.0,1,DRAW
0.3578,-0.0192,0.0,1,DRAW
0.35660000000000003,-0.0192,0.0,1,DRAW
0.35540000000000005,-0.020399999999999998,0.0,1,DRAW
0.3542,-0.020399999999999998,0.0,1,DRAW
0.353,-0.020399999999999998,0.0,1,DRAW
0.3518,-0.021599999999999998,0.0,1,DRAW
0.3506,-0.021599999999999998,0.0,1,DRAW
0.34940000000000004,-0.021599999999999998,0.0,1,DRAW
0.3482,-0.022799999999999997,0.0,1,DRAW
0.347,-0.022799999999999997,0.0,1,DRAW
0.3458,-0.022799999999999997,0.0,1,DRAW
0.3446,-0.022799999999999997,0.0,1,DRAW
0.34340000000000004,-0.022799999999999997,0.0,1,DRAW
0.3422,-0.022799999999999997,0.0,1,DRAW
0.341,-0.022799999999999997,0.0,1,DRAW
0.3398,-0.022799999999999997,0.0,1,DRAW
0.3386,-0.022799999999999997,0.0,1,DRAW
0.33740000000000003,-0.022799999999999997,0.0,1,DRAW
0.33620000000000005,-0.022799999999999997,0.0,1,DRAW
0.335,-0.022799999999999997,0.0,1,DRAW
0.3338,-0.022799999999999997,0.0,1,DRAW
0.3326,-0.021599999999999998,0.0,1,DRAW
0.33140000000000003,-0.021599999999999998,0.0,1,DRAW
0.33020000000000005,-0.020399999999999998,0.0,1,DRAW
0.329,-0.0192,0.0,1,DRAW
0.3278,-0.0192,0.0,1,DRAW
0.3266,-0.018,0.0,1,DRAW
0.3266,-0.0168,0.0,1,DRAW
0.3254,-0.0156,0.0,1,DRAW
0.32420000000000004,-0.0144,0.0,1,DRAW
0.32420000000000004,-0.013199999999999998,0.0,1,DRAW
0.323,-0.011999999999999999,0.0,1,DRAW
0.323,-0.010799999999999999,0.0,1,DRAW
0.323,-0.0096,0.0,1,DRAW
0.323,-0.0084,0.0,1,DRAW
0.3218,-0.0072,0.0,1,DRAW
0.3218,-0.005999999999999999,0.0,1,DRAW
0.3218,-0.0048,0.0,1,DRAW
0.3218,-0.0036,0.0,1,DRAW
0.3218,-0.0024,0.0,1,DRAW
0.3218,-0.0012,0.0,1,DRAW
0.3218,0.0,0.0,1,DRAW
0.3218,0.0012,0.0,1,DRAW
0.3206,0.0024,0.0,1,DRAW
0.3206,0.0036,0.0,1,DRAW
0.3206,0.0048,0.0,1,DRAW
0.3206,0.005999999999999999,0.0,1,DRAW
0.3206,0.0072,0.0,1,DRAW
0.3206,0.0084,0.0,1,DRAW
0.3194,0.0096,0.0,1,DRAW
0.3194,0.010799999999999999,0.0,1,DRAW
0.3194,0.011999999999999999,0.0,1,DRAW
0.3194,0.013199999999999998,0.0,1,DRAW
0.3194,0.0144,0.0,1,DRAW
0.31820000000000004,0.0156,0.0,1,DRAW
0.31820000000000004,0.0168,0.0,1,DRAW
0.31820000000000004,0.018,0.0,1,DRAW
0.31820000000000004,0.0192,0.0,1,DRAW
0.317,0.020399999999999998,0.0,1,DRAW
0.317,0.021599999999999998,0.0,1,DRAW
0.317,0.022799999999999997,0.0,1,DRAW
0.3158,0.023999999999999997,0.0,1,DRAW
0.3158,0.025199999999999997,0.0,1,DRAW
0.3158,0.026399999999999996,0.0,1,DRAW
0.3158,0.027599999999999996,0.0,1,DRAW
0.3146,0.0288,0.0,1,DRAW
0.3146,0.03,0.0,1,DRAW
0.3146,0.0312,0.0,1,DRAW
0.3134,0.0324,0.0,1,DRAW
0.3134,0.0336,0.0,1,DRAW
0.31220000000000003,0.0348,0.0,1,DRAW
0.31220000000000003,0.036,0.0,1,DRAW
0.31220000000000003,0.0372,0.0,1,DRAW
0.31100000000000005,0.0384,0.0,1,DRAW
0.31100000000000005,0.039599999999999996,0.0,1,DRAW
0.3098,0.040799999999999996,0.0,1,DRAW
0.3098,0.041999999999999996,0.0,1,DRAW
0.3098,0.043199999999999995,0.0,1,DRAW
0.3086,0.044399999999999995,0.0,1,DRAW
0.3086,0.045599999999999995,0.0,1,DRAW
0.3074,0.046799999999999994,0.0,1,DRAW
0.3074,0.047999999999999994,0.0,1,DRAW
0.3062,0.049199999999999994,0.0,1,DRAW
0.3062,0.05039999999999999,0.0,1,DRAW
0.3062,0.05159999999999999,0.0,1,DRAW
0.30500000000000005,0.05279999999999999,0.0,1,DRAW
0.30500000000000005,0.05399999999999999,0.0,1,DRAW
0.3038,0.05519999999999999,0.0,1,DRAW
0.3038,0.05639999999999999,0.0,1,DRAW
0.3038,0.0576,0.0,1,DRAW
0.3026,0.0588,0.0,1,DRAW
0.3026,0.06,0.0,1,DRAW
0.3026,0.0612,0.0,1,DRAW
0.3026,0.0612,0.05,0,LIFT
0.3986,0.0144,0.05,0,TRAVEL
0.3986,0.0144,0.0,0,LOWER
0.3986,0.0144,0.0,1,DRAW
0.3998,0.013199999999999998,0.0,1,DRAW
0.3998,0.011999999999999999,0.0,1,DRAW
0.3998,0.010799999999999999,0.0,1,DRAW
0.3998,0.0096,0.0,1,DRAW
0.401,0.0084,0.0,1,DRAW
0.401,0.0072,0.0,1,DRAW
0.4022,0.005999999999999999,0.0,1,DRAW
0.4022,0.0048,0.0,1,DRAW
0.4034,0.0036,0.0,1,DRAW
0.4034,0.0024,0.0,1,DRAW
0.4046,0.0012,0.0,1,DRAW
0.4046,0.0,0.0,1,DRAW
0.4058,-0.0012,0.0,1,DRAW
0.4058,-0.0024,0.0,1,DRAW
0.40700000000000003,-0.0036,0.0,1,DRAW
0.40700000000000003,-0.0048,0.0,1,DRAW
0.40700000000000003,-0.005999999999999999,0.0,1,DRAW
0.4082,-0.0072,0.0,1,DRAW
0.4082,-0.0084,0.0,1,DRAW
0.4094,-0.0096,0.0,1,DRAW
0.4094,-0.010799999999999999,0.0,1,DRAW
0.4094,-0.011999999999999999,0.0,1,DRAW
0.4106,-0.013199999999999998,0.0,1,DRAW
0.4106,-0.0144,0.0,1,DRAW
0.4118,-0.0156,0.0,1,DRAW
0.4118,-0.0168,0.0,1,DRAW
0.4118,-0.018,0.0,1,DRAW
0.41300000000000003,-0.0192,0.0,1,DRAW
0.41300000000000003,-0.020399999999999998,0.0,1,DRAW
0.4142,-0.021599999999999998,0.0,1,DRAW
0.4142,-0.022799999999999997,0.0,1,DRAW
0.4142,-0.023999999999999997,0.0,1,DRAW
0.4154,-0.025199999999999997,0.0,1,DRAW
0.4154,-0.026399999999999996,0.0,1,DRAW
0.4166,-0.027599999999999996,0.0,1,DRAW
0.4166,-0.0288,0.0,1,DRAW
0.4166,-0.03,0.0,1,DRAW
0.4178,-0.0312,0.0,1,DRAW
0.4178,-0.0324,0.0,1,DRAW
0.41900000000000004,-0.0336,0.0,1,DRAW
0.41900000000000004,-0.0348,0.0,1,DRAW
0.4202,-0.036,0.0,1,DRAW
0.4202,-0.0372,0.0,1,DRAW
0.4214,-0.0384,0.0,1,DRAW
0.4214,-0.039599999999999996,0.0,1,DRAW
0.4226,-0.040799999999999996,0.0,1,DRAW
0.4226,-0.041999999999999996,0.0,1,DRAW
0.4238,-0.043199999999999995,0.0,1,DRAW
0.4238,-0.044399999999999995,0.0,1,DRAW
0.425,-0.045599999999999995,0.0,1,DRAW
0.425,-0.046799999999999994,0.0,1,DRAW
0.425,-0.047999999999999994,0.0,1,DRAW
0.4262,-0.049199999999999994,0.0,1,DRAW
0.4262,-0.05039999999999999,0.0,1,DRAW
0.4274,-0.05159999999999999,0.0,1,DRAW
0.4286,-0.05279999999999999,0.0,1,DRAW
0.4286,-0.05399999999999999,0.0,1,DRAW
0.4298,-0.05519999999999999,0.0,1,DRAW
0.4298,-0.05639999999999999,0.0,1,DRAW
0.431,-0.0576,0.0,1,DRAW
0.431,-0.0588,0.0,1,DRAW
0.43220000000000003,-0.06,0.0,1,DRAW
0.43220000000000003,-0.0612,0.0,1,DRAW
0.4334,-0.0624,0.0,1,DRAW
0.4334,-0.06359999999999999,0.0,1,DRAW
0.4346,-0.0648,0.0,1,DRAW
0.4346,-0.06599999999999999,0.0,1,DRAW
0.4358,-0.0672,0.0,1,DRAW
0.4358,-0.06839999999999999,0.0,1,DRAW
0.437,-0.0696,0.0,1,DRAW
0.43820000000000003,-0.07079999999999999,0.0,1,DRAW
0.43820000000000003,-0.072,0.0,1,DRAW
0.4394,-0.07319999999999999,0.0,1,DRAW
0.4394,-0.0744,0.0,1,DRAW
0.4406,-0.07559999999999999,0.0,1,DRAW
0.4406,-0.0768,0.0,1,DRAW
0.4418,-0.078,0.0,1,DRAW
0.443,-0.07919999999999999,0.0,1,DRAW
0.443,-0.0804,0.0,1,DRAW
0.4442,-0.08159999999999999,0.0,1,DRAW
0.4442,-0.0828,0.0,1,DRAW
0.4454,-0.08399999999999999,0.0,1,DRAW
0.4466,-0.0852,0.0,1,DRAW
0.4466,-0.08639999999999999,0.0,1,DRAW
0.4478,-0.0876,0.0,1,DRAW
0.4478,-0.08879999999999999,0.0,1,DRAW
0.449,-0.09,0.0,1,DRAW
0.449,-0.09119999999999999,0.0,1,DRAW
0.4502,-0.0924,0.0,1,DRAW
0.4514,-0.09359999999999999,0.0,1,DRAW
0.4514,-0.0948,0.0,1,DRAW
0.4526,-0.09599999999999999,0.0,1,DRAW
0.4538,-0.0972,0.0,1,DRAW
0.4538,-0.09839999999999999,0.0,1,DRAW
0.455,-0.0996,0.0,1,DRAW
0.4562,-0.10079999999999999,0.0,1,DRAW
0.4562,-0.102,0.0,1,DRAW
0.45740000000000003,-0.10319999999999999,0.0,1,DRAW
0.4586,-0.10439999999999999,0.0,1,DRAW
0.4586,-0.10559999999999999,0.0,1,DRAW
0.4598,-0.10679999999999999,0.0,1,DRAW
0.461,-0.10799999999999998,0.0,1,DRAW
0.4622,-0.10919999999999999,0.0,1,DRAW
0.46340000000000003,-0.11039999999999998,0.0,1,DRAW
0.46340000000000003,-0.11159999999999999,0.0,1,DRAW
0.4646,-0.11279999999999998,0.0,1,DRAW
0.4658,-0.11399999999999999,0.0,1,DRAW
0.467,-0.1152,0.0,1,DRAW
0.4682,-0.11639999999999999,0.0,1,DRAW
0.4682,-0.1176,0.0,1,DRAW
0.4694,-0.11879999999999999,0.0,1,DRAW
0.4706,-0.12,0.0,1,DRAW
0.4718,-0.12119999999999999,0.0,1,DRAW
0.473,-0.1224,0.0,1,DRAW
0.4742,-0.12359999999999999,0.0,1,DRAW
0.4754,-0.1248,0.0,1,DRAW
0.4766,-0.126,0.0,1,DRAW
0.4778,-0.12719999999999998,0.0,1,DRAW
0.479,-0.1284,0.0,1,DRAW
0.4802,-0.1296,0.0,1,DRAW
0.4814,-0.1308,0.0,1,DRAW
0.48260000000000003,-0.13199999999999998,0.0,1,DRAW
0.4838,-0.13199999999999998,0.0,1,DRAW
0.485,-0.13319999999999999,0.0,1,DRAW
0.4862,-0.1344,0.0,1,DRAW
0.4874,-0.1356,0.0,1,DRAW
0.4886,-0.13679999999999998,0.0,1,DRAW
0.4898,-0.13679999999999998,0.0,1,DRAW
0.491,-0.13799999999999998,0.0,1,DRAW
0.4922,-0.1392,0.0,1,DRAW
0.4934,-0.1404,0.0,1,DRAW
0.4946,-0.1404,0.0,1,DRAW
0.4958,-0.14159999999999998,0.0,1,DRAW
0.497,-0.14279999999999998,0.0,1,DRAW
0.4982,-0.144,0.0,1,DRAW
0.4994,-0.144,0.0,1,DRAW
0.5006,-0.1452,0.0,1,DRAW
0.5018,-0.14639999999999997,0.0,1,DRAW
0.503,-0.14639999999999997,0.0,1,DRAW
0.5042,-0.14759999999999998,0.0,1,DRAW
0.5054,-0.14759999999999998,0.0,1,DRAW
0.5066,-0.1488,0.0,1,DRAW
0.5078,-0.15,0.0,1,DRAW
0.509,-0.15,0.0,1,DRAW
0.5102,-0.15119999999999997,0.0,1,DRAW
0.5114,-0.15239999999999998,0.0,1,DRAW
0.5126,-0.15239999999999998,0.0,1,DRAW
0.5138,-0.1536,0.0,1,DRAW
0.515,-0.1536,0.0,1,DRAW
0.5162,-0.1548,0.0,1,DRAW
0.5174,-0.1548,0.0,1,DRAW
0.5186,-0.156,0.0,1,DRAW
0.5198,-0.156,0.0,1,DRAW
0.521,-0.15719999999999998,0.0,1,DRAW
0.5222,-0.15719999999999998,0.0,1,DRAW
0.5234,-0.15839999999999999,0.0,1,DRAW
0.5246,-0.15839999999999999,0.0,1,DRAW
0.5258,-0.1596,0.0,1,DRAW
0.527,-0.1596,0.0,1,DRAW
0.5282,-0.1608,0.0,1,DRAW
0.5294,-0.1608,0.0,1,DRAW
0.5306,-0.16199999999999998,0.0,1,DRAW
0.5318,-0.16199999999999998,0.0,1,DRAW
0.533,-0.16319999999999998,0.0,1,DRAW
0.5342,-0.16319999999999998,0.0,1,DRAW
0.5354,-0.1644,0.0,1,DRAW
0.5366,-0.1644,0.0,1,DRAW
0.5378,-0.1644,0.0,1,DRAW
0.539,-0.1656,0.0,1,DRAW
0.5402,-0.1656,0.0,1,DRAW
0.5414,-0.16679999999999998,0.0,1,DRAW
0.5426,-0.16679999999999998,0.0,1,DRAW
0.5438,-0.16679999999999998,0.0,1,DRAW
0.545,-0.16799999999999998,0.0,1,DRAW
0.5462,-0.16799999999999998,0.0,1,DRAW
0.5474,-0.16799999999999998,0.0,1,DRAW
0.5486,-0.16799999999999998,0.0,1,DRAW
0.5498,-0.1692,0.0,1,DRAW
0.551,-0.1692,0.0,1,DRAW
0.5522,-0.1692,0.0,1,DRAW
0.5534,-0.1704,0.0,1,DRAW
0.5546,-0.1704,0.0,1,DRAW
0.5558,-0.1704,0.0,1,DRAW
0.5569999999999999,-0.1704,0.0,1,DRAW
0.5582,-0.17159999999999997,0.0,1,DRAW
0.5594,-0.17159999999999997,0.0,1,DRAW
0.5606,-0.17159999999999997,0.0,1,DRAW
0.5618,-0.17159999999999997,0.0,1,DRAW
0.563,-0.17279999999999998,0.0,1,DRAW
0.5642,-0.17279999999999998,0.0,1,DRAW
0.5654,-0.17279999999999998,0.0,1,DRAW
0.5666,-0.17279999999999998,0.0,1,DRAW
0.5678,-0.17279999999999998,0.0,1,DRAW
0.569,-0.17279999999999998,0.0,1,DRAW
0.5702,-0.174,0.0,1,DRAW
0.5714,-0.174,0.0,1,DRAW
0.5726,-0.174,0.0,1,DRAW
0.5738,-0.174,0.0,1,DRAW
0.575,-0.174,0.0,1,DRAW
0.5762,-0.174,0.0,1,DRAW
0.5774,-0.174,0.0,1,DRAW
0.5786,-0.174,0.0,1,DRAW
0.5798,-0.174,0.0,1,DRAW
0.581,-0.174,0.0,1,DRAW
0.5822,-0.174,0.0,1,DRAW
0.5834,-0.174,0.0,1,DRAW
0.5846,-0.174,0.0,1,DRAW
0.5858,-0.17279999999999998,0.0,1,DRAW
0.587,-0.17279999999999998,0.0,1,DRAW
0.5882,-0.17279999999999998,0.0,1,DRAW
