x,y,z
4.000000000000000222e-01,-2.000000000000000111e-01,5.000000000000000278e-02
3.999999999999999667e-01,-1.999999999999999833e-01,4.918032786885245811e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.836065573770492038e-02
3.999999999999999667e-01,-1.999999999999999833e-01,4.754098360655737571e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.672131147540983798e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.590163934426230025e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.508196721311475558e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.426229508196721785e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.344262295081967318e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.262295081967213545e-02
4.000000000000000777e-01,-2.000000000000000389e-01,4.180327868852459772e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.098360655737705305e-02
4.000000000000000222e-01,-2.000000000000000111e-01,4.016393442622950838e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.934426229508197065e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.852459016393442598e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.770491803278688825e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.688524590163934358e-02
3.999999999999999667e-01,-1.999999999999999833e-01,3.606557377049179891e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.524590163934426118e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.442622950819672345e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.360655737704917878e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.278688524590164105e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.196721311475410332e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.114754098360655865e-02
4.000000000000000222e-01,-2.000000000000000111e-01,3.032786885245901745e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.950819672131147625e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.868852459016393505e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.786885245901639385e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.704918032786884918e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.622950819672130798e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.540983606557376678e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.459016393442622905e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.377049180327868785e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.295081967213114665e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.213114754098360545e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.131147540983606425e-02
4.000000000000000222e-01,-2.000000000000000111e-01,2.049180327868852652e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.967213114754098532e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.885245901639344412e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.803278688524589946e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.721311475409835826e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.639344262295081706e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.557377049180327933e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.475409836065573813e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.393442622950819693e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.311475409836065399e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.229508196721311279e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.147540983606556986e-02
4.000000000000000222e-01,-2.000000000000000111e-01,1.065573770491803386e-02
4.000000000000000222e-01,-2.000000000000000111e-01,9.836065573770492662e-03
4.000000000000000222e-01,-2.000000000000000111e-01,9.016393442622949728e-03
4.000000000000000222e-01,-2.000000000000000111e-01,8.196721311475408528e-03
4.000000000000000222e-01,-2.000000000000000111e-01,7.377049180327866461e-03
4.000000000000000222e-01,-2.000000000000000111e-01,6.557377049180324394e-03
4.000000000000000222e-01,-2.000000000000000111e-01,5.737704918032782327e-03
4.000000000000000222e-01,-2.000000000000000111e-01,4.918032786885246331e-03
4.000000000000000222e-01,-2.000000000000000111e-01,4.098360655737704264e-03
4.000000000000000222e-01,-2.000000000000000111e-01,3.278688524590162197e-03
4.000000000000000222e-01,-2.000000000000000111e-01,2.459016393442620130e-03
4.000000000000000222e-01,-2.000000000000000111e-01,1.639344262295078280e-03
4.000000000000000222e-01,-2.000000000000000111e-01,8.196721311475364292e-04
4.000000000000000222e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.000000000000000222e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.008064516129032362e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.016129032258065057e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.024193548387096642e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.032258064516129337e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.040322580645161477e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.048387096774194172e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.056451612903226311e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.064516129032258451e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.072580645161290591e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.080645161290323286e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.088709677419355426e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.096774193548387566e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.104838709677419706e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.112903225806451291e-01,-1.999999999999999833e-01,0.000000000000000000e+00
4.120967741935483986e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.129032258064516125e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.137096774193548820e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.145161290322580960e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.153225806451613100e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.161290322580645240e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.169354838709677935e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.177419354838710075e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.185483870967742215e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.193548387096774355e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.201612903225806495e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.209677419354839190e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.217741935483871329e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.225806451612904024e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.233870967741935609e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.241935483870967749e-01,-1.999999999999999833e-01,0.000000000000000000e+00
4.249999999999999889e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.258064516129032029e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.266129032258064724e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.274193548387097419e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.282258064516129004e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.290322580645161699e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.298387096774193838e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.306451612903225978e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.314516129032258673e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.322580645161290258e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.330645161290322953e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.338709677419355093e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.346774193548387233e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.354838709677419928e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.362903225806451513e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.370967741935484208e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.379032258064516347e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.387096774193548487e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.395161290322581182e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.403225806451613322e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.411290322580645462e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.419354838709678157e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.427419354838710297e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.435483870967742437e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.443548387096774577e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.451612903225806717e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.459677419354839412e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.467741935483871552e-01,-2.000000000000000389e-01,0.000000000000000000e+00
4.475806451612903691e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.483870967741935276e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.491935483870967971e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.500000000000000666e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.508064516129032806e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.516129032258064946e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.524193548387096531e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.532258064516129226e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.540322580645161921e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.548387096774194061e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.556451612903226200e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.564516129032257785e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.572580645161290480e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.580645161290322620e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.588709677419354760e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.596774193548387455e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.604838709677419040e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.612903225806451735e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.620967741935483875e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.629032258064516014e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.637096774193548709e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.645161290322580849e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.653225806451612989e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.661290322580645684e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.669354838709677824e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.677419354838709964e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.685483870967742659e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.693548387096774244e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.701612903225806939e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.709677419354839079e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.717741935483871218e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.725806451612903913e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.733870967741936608e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.741935483870968193e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.750000000000000333e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.758064516129032473e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.766129032258065168e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.774193548387096753e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.782258064516129448e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.790322580645161588e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.798387096774194283e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.806451612903226422e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.814516129032258007e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.822580645161290702e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.830645161290322842e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.838709677419355537e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.846774193548387677e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.854838709677419262e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.862903225806451957e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.870967741935484097e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.879032258064516792e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.887096774193548931e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.895161290322580516e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.903225806451613211e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.911290322580645351e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.919354838709678046e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.927419354838710186e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.935483870967741771e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.943548387096774466e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.951612903225807161e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.959677419354839301e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.967741935483871440e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.975806451612904135e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.983870967741935720e-01,-2.000000000000000111e-01,0.000000000000000000e+00
4.991935483870968415e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.000000000000000000e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.008064516129032695e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.016129032258065390e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.024193548387096975e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.032258064516129670e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.040322580645162365e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.048387096774193949e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.056451612903226644e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.064516129032258229e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.072580645161290924e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.080645161290322509e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.088709677419355204e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.096774193548387899e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.104838709677419484e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.112903225806452179e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.120967741935484874e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.129032258064516459e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.137096774193549154e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.145161290322580738e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.153225806451613433e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.161290322580646128e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.169354838709677713e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.177419354838710408e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.185483870967741993e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.193548387096774688e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.201612903225807383e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.209677419354838968e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.217741935483871663e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.225806451612903247e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.233870967741935942e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.241935483870968637e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.250000000000000222e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.258064516129032917e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.266129032258064502e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.274193548387097197e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.282258064516129892e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.290322580645161477e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.298387096774194172e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.306451612903225756e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.314516129032258451e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.322580645161291146e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.330645161290323841e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.338709677419355426e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.346774193548387011e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.354838709677419706e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.362903225806452401e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.370967741935485096e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.379032258064516681e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.387096774193548265e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.395161290322580960e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.403225806451613655e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.411290322580646350e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.419354838709677935e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.427419354838709520e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.435483870967742215e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.443548387096774910e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.451612903225807605e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.459677419354839190e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.467741935483871885e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.475806451612903469e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.483870967741936164e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.491935483870967749e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.500000000000000444e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.500000000000000444e-01,-2.000000000000000111e-01,0.000000000000000000e+00
5.500000000000000444e-01,-1.999999999999999833e-01,8.196721311475410913e-04
5.500000000000000444e-01,-2.000000000000000111e-01,1.639344262295082183e-03
5.500000000000000444e-01,-1.999999999999999833e-01,2.459016393442623166e-03
5.500000000000000444e-01,-2.000000000000000111e-01,3.278688524590164365e-03
5.500000000000000444e-01,-2.000000000000000111e-01,4.098360655737705131e-03
5.500000000000000444e-01,-2.000000000000000111e-01,4.918032786885246331e-03
5.500000000000000444e-01,-2.000000000000000111e-01,5.737704918032787531e-03
5.500000000000000444e-01,-2.000000000000000111e-01,6.557377049180328731e-03
5.500000000000000444e-01,-2.000000000000000111e-01,7.377049180327869063e-03
5.500000000000000444e-01,-2.000000000000000389e-01,8.196721311475410263e-03
5.500000000000000444e-01,-2.000000000000000111e-01,9.016393442622951462e-03
5.500000000000000444e-01,-2.000000000000000111e-01,9.836065573770492662e-03
5.500000000000000444e-01,-2.000000000000000111e-01,1.065573770491803386e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.147540983606557506e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.229508196721311626e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.311475409836065746e-02
5.500000000000000444e-01,-1.999999999999999833e-01,1.393442622950819866e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.475409836065573813e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.557377049180327933e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.639344262295082053e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.721311475409836173e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.803278688524590292e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.885245901639344412e-02
5.500000000000000444e-01,-2.000000000000000111e-01,1.967213114754098532e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.049180327868852652e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.131147540983606772e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.213114754098360892e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.295081967213115012e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.377049180327869132e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.459016393442623252e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.540983606557377372e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.622950819672131492e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.704918032786885612e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.786885245901639732e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.868852459016393852e-02
5.500000000000000444e-01,-2.000000000000000111e-01,2.950819672131147625e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.032786885245901745e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.114754098360655865e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.196721311475410332e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.278688524590164105e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.360655737704918572e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.442622950819672345e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.524590163934426118e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.606557377049180585e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.688524590163935052e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.770491803278688825e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.852459016393443292e-02
5.500000000000000444e-01,-2.000000000000000111e-01,3.934426229508197065e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.016393442622950838e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.098360655737705305e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.180327868852459772e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.262295081967213545e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.344262295081968012e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.426229508196721785e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.508196721311475558e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.590163934426230025e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.672131147540983798e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.754098360655738265e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.836065573770492731e-02
5.500000000000000444e-01,-2.000000000000000111e-01,4.918032786885246505e-02
5.500000000000000444e-01,-2.000000000000000111e-01,5.000000000000000278e-02
