x,y,z,velocity,acceleration
0.30400000000000005,0.20800000000000002,0.05,0.2,0.5
0.30400000000000005,0.20800000000000002,0.0,0.05,0.1
0.30133333333333334,0.20533333333333334,0.0,0.05,0.1
0.30000000000000004,0.20533333333333334,0.0,0.05,0.1
0.30000000000000004,0.20266666666666666,0.0,0.05,0.1
0.29600000000000004,0.19866666666666666,0.0,0.05,0.1
0.29600000000000004,0.19733333333333333,0.0,0.05,0.1
0.29200000000000004,0.19333333333333333,0.0,0.05,0.1
0.29200000000000004,0.192,0.0,0.05,0.1
0.2906666666666667,0.19066666666666668,0.0,0.05,0.1
0.2906666666666667,0.18933333333333335,0.0,0.05,0.1
0.28933333333333333,0.188,0.0,0.05,0.1
0.28933333333333333,0.18533333333333335,0.0,0.05,0.1
0.28800000000000003,0.184,0.0,0.05,0.1
0.28800000000000003,0.1746666666666667,0.0,0.05,0.1
0.28800000000000003,0.18266666666666667,0.0,0.05,0.1
0.28933333333333333,0.184,0.0,0.05,0.1
0.28933333333333333,0.18666666666666668,0.0,0.05,0.1
0.2906666666666667,0.188,0.0,0.05,0.1
0.2906666666666667,0.18933333333333335,0.0,0.05,0.1
0.29200000000000004,0.19066666666666668,0.0,0.05,0.1
0.29200000000000004,0.192,0.0,0.05,0.1
0.2946666666666667,0.19466666666666665,0.0,0.05,0.1
0.2946666666666667,0.196,0.0,0.05,0.1
0.30000000000000004,0.20133333333333334,0.0,0.05,0.1
0.30000000000000004,0.20400000000000001,0.0,0.05,0.1
0.3026666666666667,0.20666666666666667,0.0,0.05,0.1
0.30400000000000005,0.20666666666666667,0.0,0.05,0.1
0.30400000000000005,0.20666666666666667,0.05,0.2,0.5
0.44133333333333336,0.2613333333333333,0.05,0.2,0.5
0.44133333333333336,0.2613333333333333,0.0,0.05,0.1
0.44,0.26,0.0,0.05,0.1
0.436,0.26,0.0,0.05,0.1
0.4346666666666667,0.25866666666666666,0.0,0.05,0.1
0.43333333333333335,0.25866666666666666,0.0,0.05,0.1
0.428,0.2533333333333333,0.0,0.05,0.1
0.428,0.252,0.0,0.05,0.1
0.42533333333333334,0.24933333333333335,0.0,0.05,0.1
0.42533333333333334,0.24800000000000003,0.0,0.05,0.1
0.42400000000000004,0.24666666666666667,0.0,0.05,0.1
0.42400000000000004,0.24400000000000002,0.0,0.05,0.1
0.4226666666666667,0.24266666666666667,0.0,0.05,0.1
0.4226666666666667,0.24000000000000002,0.0,0.05,0.1
0.42133333333333334,0.23866666666666667,0.0,0.05,0.1
0.42133333333333334,0.23466666666666666,0.0,0.05,0.1
0.42000000000000004,0.23333333333333334,0.0,0.05,0.1
0.42000000000000004,0.22666666666666666,0.0,0.05,0.1
0.42133333333333334,0.22533333333333333,0.0,0.05,0.1
0.42133333333333334,0.22133333333333333,0.0,0.05,0.1
0.4226666666666667,0.22,0.0,0.05,0.1
0.4226666666666667,0.21733333333333332,0.0,0.05,0.1
0.42400000000000004,0.216,0.0,0.05,0.1
0.42400000000000004,0.21466666666666667,0.0,0.05,0.1
0.4266666666666667,0.212,0.0,0.05,0.1
0.428,0.212,0.0,0.05,0.1
0.42933333333333334,0.21066666666666667,0.0,0.05,0.1
0.43333333333333335,0.21066666666666667,0.0,0.05,0.1
0.4346666666666667,0.20933333333333332,0.0,0.05,0.1
0.436,0.21066666666666667,0.0,0.05,0.1
0.44,0.21066666666666667,0.0,0.05,0.1
0.44133333333333336,0.212,0.0,0.05,0.1
0.4426666666666667,0.212,0.0,0.05,0.1
0.444,0.21333333333333332,0.0,0.05,0.1
0.44533333333333336,0.21333333333333332,0.0,0.05,0.1
0.44933333333333336,0.21733333333333332,0.0,0.05,0.1
0.44933333333333336,0.21866666666666668,0.0,0.05,0.1
0.452,0.22133333333333333,0.0,0.05,0.1
0.452,0.22266666666666668,0.0,0.05,0.1
0.45333333333333337,0.224,0.0,0.05,0.1
0.45333333333333337,0.22533333333333333,0.0,0.05,0.1
0.4546666666666667,0.22666666666666666,0.0,0.05,0.1
0.4546666666666667,0.22933333333333333,0.0,0.05,0.1
0.456,0.23066666666666666,0.0,0.05,0.1
0.456,0.23466666666666666,0.0,0.05,0.1
0.45733333333333337,0.23600000000000002,0.0,0.05,0.1
0.45733333333333337,0.23866666666666667,0.0,0.05,0.1
0.456,0.24000000000000002,0.0,0.05,0.1
0.45733333333333337,0.24133333333333334,0.0,0.05,0.1
0.45733333333333337,0.24533333333333335,0.0,0.05,0.1
0.456,0.24666666666666667,0.0,0.05,0.1
0.456,0.25066666666666665,0.0,0.05,0.1
0.4546666666666667,0.252,0.0,0.05,0.1
0.4546666666666667,0.25466666666666665,0.0,0.05,0.1
0.45333333333333337,0.256,0.0,0.05,0.1
0.45333333333333337,0.2573333333333333,0.0,0.05,0.1
0.452,0.25866666666666666,0.0,0.05,0.1
0.4506666666666667,0.25866666666666666,0.0,0.05,0.1
0.44933333333333336,0.26,0.0,0.05,0.1
0.44533333333333336,0.26,0.0,0.05,0.1
0.444,0.2613333333333333,0.0,0.05,0.1
0.444,0.2613333333333333,0.05,0.2,0.5
0.4386666666666667,0.2786666666666667,0.05,0.2,0.5
0.4386666666666667,0.2786666666666667,0.0,0.05,0.1
0.43733333333333335,0.2773333333333333,0.0,0.05,0.1
0.4346666666666667,0.2773333333333333,0.0,0.05,0.1
0.4386666666666667,0.2773333333333333,0.0,0.05,0.1
0.44133333333333336,0.27466666666666667,0.0,0.05,0.1
0.4426666666666667,0.27466666666666667,0.0,0.05,0.1
0.444,0.2733333333333333,0.0,0.05,0.1
0.444,0.27466666666666667,0.0,0.05,0.1
0.4426666666666667,0.27466666666666667,0.0,0.05,0.1
0.4426666666666667,0.27466666666666667,0.05,0.2,0.5
0.4226666666666667,0.28400000000000003,0.05,0.2,0.5
0.4226666666666667,0.28400000000000003,0.0,0.05,0.1
0.4226666666666667,0.28,0.0,0.05,0.1
0.42400000000000004,0.28,0.0,0.05,0.1
0.428,0.276,0.0,0.05,0.1
0.42933333333333334,0.276,0.0,0.05,0.1
0.4306666666666667,0.27466666666666667,0.0,0.05,0.1
0.43333333333333335,0.27466666666666667,0.0,0.05,0.1
0.436,0.272,0.0,0.05,0.1
0.4386666666666667,0.272,0.0,0.05,0.1
0.44133333333333336,0.2693333333333333,0.0,0.05,0.1
0.444,0.2693333333333333,0.0,0.05,0.1
0.44533333333333336,0.27066666666666667,0.0,0.05,0.1
0.44933333333333336,0.27066666666666667,0.0,0.05,0.1
0.44933333333333336,0.272,0.0,0.05,0.1
0.448,0.27066666666666667,0.0,0.05,0.1
0.444,0.27066666666666667,0.0,0.05,0.1
0.4426666666666667,0.2693333333333333,0.0,0.05,0.1
0.44133333333333336,0.2693333333333333,0.0,0.05,0.1
0.4386666666666667,0.272,0.0,0.05,0.1
0.43733333333333335,0.272,0.0,0.05,0.1
0.4346666666666667,0.27466666666666667,0.0,0.05,0.1
0.432,0.27466666666666667,0.0,0.05,0.1
0.4306666666666667,0.276,0.0,0.05,0.1
0.42933333333333334,0.276,0.0,0.05,0.1
0.42533333333333334,0.28,0.0,0.05,0.1
0.42400000000000004,0.28,0.0,0.05,0.1
0.4226666666666667,0.2813333333333333,0.0,0.05,0.1
0.4226666666666667,0.2826666666666667,0.0,0.05,0.1
0.42400000000000004,0.28400000000000003,0.0,0.05,0.1
0.432,0.28400000000000003,0.0,0.05,0.1
0.4346666666666667,0.2813333333333333,0.0,0.05,0.1
0.432,0.28400000000000003,0.0,0.05,0.1
0.432,0.28400000000000003,0.05,0.2,0.5
0.42400000000000004,0.29466666666666663,0.05,0.2,0.5
0.42400000000000004,0.29466666666666663,0.0,0.05,0.1
0.4226666666666667,0.29333333333333333,0.0,0.05,0.1
0.42000000000000004,0.29333333333333333,0.0,0.05,0.1
0.4186666666666667,0.29200000000000004,0.0,0.05,0.1
0.41733333333333333,0.29200000000000004,0.0,0.05,0.1
0.42000000000000004,0.29200000000000004,0.0,0.05,0.1
0.42133333333333334,0.29333333333333333,0.0,0.05,0.1
0.4226666666666667,0.29333333333333333,0.0,0.05,0.1
0.42400000000000004,0.29466666666666663,0.0,0.05,0.1
0.4466666666666667,0.29466666666666663,0.0,0.05,0.1
0.44933333333333336,0.29200000000000004,0.0,0.05,0.1
0.44933333333333336,0.29066666666666663,0.0,0.05,0.1
0.4506666666666667,0.29066666666666663,0.0,0.05,0.1
0.452,0.28933333333333333,0.0,0.05,0.1
0.456,0.28933333333333333,0.0,0.05,0.1
0.45733333333333337,0.29066666666666663,0.0,0.05,0.1
0.45866666666666667,0.29066666666666663,0.0,0.05,0.1
0.46,0.28933333333333333,0.0,0.05,0.1
0.46,0.2853333333333333,0.0,0.05,0.1
0.45733333333333337,0.2826666666666667,0.0,0.05,0.1
0.45333333333333337,0.2826666666666667,0.0,0.05,0.1
0.452,0.2813333333333333,0.0,0.05,0.1
0.4506666666666667,0.2813333333333333,0.0,0.05,0.1
0.452,0.2813333333333333,0.0,0.05,0.1
0.45333333333333337,0.2826666666666667,0.0,0.05,0.1
0.45866666666666667,0.2826666666666667,0.0,0.05,0.1
0.46,0.28400000000000003,0.0,0.05,0.1
0.46,0.28800000000000003,0.0,0.05,0.1
0.4613333333333334,0.28933333333333333,0.0,0.05,0.1
0.464,0.28933333333333333,0.0,0.05,0.1
0.4613333333333334,0.28933333333333333,0.0,0.05,0.1
0.46,0.29066666666666663,0.0,0.05,0.1
0.45866666666666667,0.29066666666666663,0.0,0.05,0.1
0.45733333333333337,0.29200000000000004,0.0,0.05,0.1
0.456,0.29200000000000004,0.0,0.05,0.1
0.45333333333333337,0.29466666666666663,0.0,0.05,0.1
0.45333333333333337,0.29466666666666663,0.05,0.2,0.5
0.41733333333333333,0.304,0.05,0.2,0.5
0.41733333333333333,0.304,0.0,0.05,0.1
0.41600000000000004,0.30266666666666664,0.0,0.05,0.1
0.4146666666666667,0.30266666666666664,0.0,0.05,0.1
0.41333333333333333,0.30133333333333334,0.0,0.05,0.1
0.40800000000000003,0.30133333333333334,0.0,0.05,0.1
0.40666666666666673,0.30000000000000004,0.0,0.05,0.1
0.404,0.30000000000000004,0.0,0.05,0.1
0.40266666666666673,0.29866666666666664,0.0,0.05,0.1
0.4013333333333333,0.29866666666666664,0.0,0.05,0.1
0.4,0.29733333333333334,0.0,0.05,0.1
0.39866666666666667,0.29733333333333334,0.0,0.05,0.1
0.39733333333333337,0.29600000000000004,0.0,0.05,0.1
0.396,0.29600000000000004,0.0,0.05,0.1
0.3946666666666667,0.29466666666666663,0.0,0.05,0.1
0.39333333333333337,0.29466666666666663,0.0,0.05,0.1
0.392,0.29333333333333333,0.0,0.05,0.1
0.38933333333333336,0.29333333333333333,0.0,0.05,0.1
0.388,0.29200000000000004,0.0,0.05,0.1
0.3866666666666667,0.29200000000000004,0.0,0.05,0.1
0.38533333333333336,0.29066666666666663,0.0,0.05,0.1
0.3826666666666667,0.29066666666666663,0.0,0.05,0.1
0.38133333333333336,0.28933333333333333,0.0,0.05,0.1
0.3786666666666667,0.28933333333333333,0.0,0.05,0.1
0.37733333333333335,0.28800000000000003,0.0,0.05,0.1
0.376,0.28800000000000003,0.0,0.05,0.1
0.3746666666666667,0.2866666666666666,0.0,0.05,0.1
0.37333333333333335,0.2866666666666666,0.0,0.05,0.1
0.372,0.2853333333333333,0.0,0.05,0.1
0.3706666666666667,0.2853333333333333,0.0,0.05,0.1
0.36933333333333335,0.28400000000000003,0.0,0.05,0.1
0.368,0.28400000000000003,0.0,0.05,0.1
0.3666666666666667,0.2826666666666667,0.0,0.05,0.1
0.36533333333333334,0.2826666666666667,0.0,0.05,0.1
0.364,0.2813333333333333,0.0,0.05,0.1
0.3626666666666667,0.2813333333333333,0.0,0.05,0.1
0.36133333333333334,0.28,0.0,0.05,0.1
0.36000000000000004,0.28,0.0,0.05,0.1
0.3586666666666667,0.2786666666666667,0.0,0.05,0.1
0.35733333333333334,0.2786666666666667,0.0,0.05,0.1
0.35600000000000004,0.2773333333333333,0.0,0.05,0.1
0.3546666666666667,0.2773333333333333,0.0,0.05,0.1
0.3533333333333334,0.276,0.0,0.05,0.1
0.35200000000000004,0.276,0.0,0.05,0.1
0.3493333333333334,0.2733333333333333,0.0,0.05,0.1
0.348,0.2733333333333333,0.0,0.05,0.1
0.3466666666666667,0.272,0.0,0.05,0.1
0.3453333333333334,0.272,0.0,0.05,0.1
0.344,0.27066666666666667,0.0,0.05,0.1
0.3426666666666667,0.27066666666666667,0.0,0.05,0.1
0.33999999999999997,0.268,0.0,0.05,0.1
0.33866666666666667,0.268,0.0,0.05,0.1
0.3373333333333334,0.26666666666666666,0.0,0.05,0.1
0.336,0.26666666666666666,0.0,0.05,0.1
0.33333333333333337,0.264,0.0,0.05,0.1
0.332,0.264,0.0,0.05,0.1
0.328,0.26,0.0,0.05,0.1
0.32666666666666666,0.26,0.0,0.05,0.1
0.32266666666666666,0.256,0.0,0.05,0.1
0.32133333333333336,0.256,0.0,0.05,0.1
0.3106666666666667,0.24533333333333335,0.0,0.05,0.1
0.3106666666666667,0.24400000000000002,0.0,0.05,0.1
0.3066666666666667,0.24000000000000002,0.0,0.05,0.1
0.3066666666666667,0.23866666666666667,0.0,0.05,0.1
0.3026666666666667,0.23466666666666666,0.0,0.05,0.1
0.3026666666666667,0.23333333333333334,0.0,0.05,0.1
0.30133333333333334,0.232,0.0,0.05,0.1
0.30133333333333334,0.23066666666666666,0.0,0.05,0.1
0.2986666666666667,0.228,0.0,0.05,0.1
0.2986666666666667,0.22666666666666666,0.0,0.05,0.1
0.29733333333333334,0.22533333333333333,0.0,0.05,0.1
0.29733333333333334,0.224,0.0,0.05,0.1
0.29600000000000004,0.22266666666666668,0.0,0.05,0.1
0.29600000000000004,0.22133333333333333,0.0,0.05,0.1
0.2946666666666667,0.22,0.0,0.05,0.1
0.2946666666666667,0.21866666666666668,0.0,0.05,0.1
0.29333333333333333,0.21733333333333332,0.0,0.05,0.1
0.29333333333333333,0.216,0.0,0.05,0.1
0.29200000000000004,0.21466666666666667,0.0,0.05,0.1
0.29200000000000004,0.212,0.0,0.05,0.1
0.2906666666666667,0.21066666666666667,0.0,0.05,0.1
0.2906666666666667,0.20933333333333332,0.0,0.05,0.1
0.28933333333333333,0.20800000000000002,0.0,0.05,0.1
0.28933333333333333,0.20533333333333334,0.0,0.05,0.1
0.28800000000000003,0.20400000000000001,0.0,0.05,0.1
0.28800000000000003,0.20133333333333334,0.0,0.05,0.1
0.2866666666666667,0.2,0.0,0.05,0.1
0.2866666666666667,0.19733333333333333,0.0,0.05,0.1
0.2853333333333333,0.196,0.0,0.05,0.1
0.2853333333333333,0.19066666666666668,0.0,0.05,0.1
0.28400000000000003,0.18933333333333335,0.0,0.05,0.1
0.28400000000000003,0.17333333333333334,0.0,0.05,0.1
0.2853333333333333,0.17200000000000001,0.0,0.05,0.1
0.2853333333333333,0.1706666666666667,0.0,0.05,0.1
0.2866666666666667,0.16933333333333334,0.0,0.05,0.1
0.2866666666666667,0.168,0.0,0.05,0.1
0.28800000000000003,0.16666666666666669,0.0,0.05,0.1
0.2866666666666667,0.168,0.0,0.05,0.1
0.2866666666666667,0.1706666666666667,0.0,0.05,0.1
0.2853333333333333,0.17200000000000001,0.0,0.05,0.1
0.2853333333333333,0.17333333333333334,0.0,0.05,0.1
0.28400000000000003,0.1746666666666667,0.0,0.05,0.1
0.28400000000000003,0.18933333333333335,0.0,0.05,0.1
0.2853333333333333,0.19066666666666668,0.0,0.05,0.1
0.2853333333333333,0.196,0.0,0.05,0.1
0.2866666666666667,0.19733333333333333,0.0,0.05,0.1
0.2866666666666667,0.2,0.0,0.05,0.1
0.28800000000000003,0.20133333333333334,0.0,0.05,0.1
0.28800000000000003,0.20400000000000001,0.0,0.05,0.1
0.28933333333333333,0.20533333333333334,0.0,0.05,0.1
0.28933333333333333,0.20800000000000002,0.0,0.05,0.1
0.2906666666666667,0.20933333333333332,0.0,0.05,0.1
0.2906666666666667,0.21066666666666667,0.0,0.05,0.1
0.29200000000000004,0.212,0.0,0.05,0.1
0.29200000000000004,0.21466666666666667,0.0,0.05,0.1
0.29333333333333333,0.216,0.0,0.05,0.1
0.29333333333333333,0.21733333333333332,0.0,0.05,0.1
0.29600000000000004,0.22,0.0,0.05,0.1
0.29600000000000004,0.22133333333333333,0.0,0.05,0.1
0.29733333333333334,0.22266666666666668,0.0,0.05,0.1
0.29733333333333334,0.224,0.0,0.05,0.1
0.2986666666666667,0.22533333333333333,0.0,0.05,0.1
0.2986666666666667,0.22666666666666666,0.0,0.05,0.1
0.30133333333333334,0.22933333333333333,0.0,0.05,0.1
0.30133333333333334,0.23066666666666666,0.0,0.05,0.1
0.3026666666666667,0.232,0.0,0.05,0.1
0.3026666666666667,0.23333333333333334,0.0,0.05,0.1
0.3066666666666667,0.23733333333333334,0.0,0.05,0.1
0.3066666666666667,0.23866666666666667,0.0,0.05,0.1
0.3106666666666667,0.24266666666666667,0.0,0.05,0.1
0.3106666666666667,0.24400000000000002,0.0,0.05,0.1
0.32266666666666666,0.256,0.0,0.05,0.1
0.324,0.256,0.0,0.05,0.1
0.328,0.26,0.0,0.05,0.1
0.32933333333333337,0.26,0.0,0.05,0.1
0.33333333333333337,0.264,0.0,0.05,0.1
0.33466666666666667,0.264,0.0,0.05,0.1
0.3373333333333334,0.26666666666666666,0.0,0.05,0.1
0.33866666666666667,0.26666666666666666,0.0,0.05,0.1
0.33999999999999997,0.268,0.0,0.05,0.1
0.3413333333333334,0.268,0.0,0.05,0.1
0.344,0.27066666666666667,0.0,0.05,0.1
0.3453333333333334,0.27066666666666667,0.0,0.05,0.1
0.3466666666666667,0.272,0.0,0.05,0.1
